-3.9099,-3.4534,-3.4364
0.19203,3.4534,1.0489
0.095522,-1.7392,-3.4072
2.673,-0.4396,1.2984
1.1128,3.8882,0.72644
-1.3149,0.84389,-2.5946
-0.4396,0.41926,-3.3114
1.2096,-1.0515,1.8725
1.0615,1.1561,4.0335
-0.68555,-3.2929,2.6917
0.052216,3.1884,-7.4817
-0.71206,-0.41926,-0.93901
-0.29166,2.0791,-2.1455
-2.8023,0,-2.4391
0.60465,-1.9741,1.5314
-0.42216,-2.0138,-3.4007
-0.39462,-2.8232,-0.63089
-2.7841,-1.7217,-0.50761
2.4905,0.61434,-0.38241
1.0572,-2.0248,5.0431
-0.011356,3.1322,-2.0859
1.1185,3.1439,2.7516
-0.042113,-1.2889,2.7953
-0.0091276,-1.3058,0.058636
1.2198,4.1304,3.0594
-2.1035,-1.2173,-5.5521
0.36202,1.4799,1.9048
-2.1192,-3.1986,-5.8894
0.20309,0.59411,-0.31321
0.86749,0.91128,-1.0722
-1.0309,-1.1809,-0.95573
0.042506,0.86023,2.0279
-3.0847,-3.7082,-4.6878
0.45067,-1.3423,-1.3237
0.62811,-2.0479,0.46526
-0.53497,1.5964,0.52911
-1.494,-2.2884,-3.6954
1.0957,-3.2944,0.27337
1.3535,-1.6888,-2.4181
0.93021,-2.4632,1.5956
0.18617,2.8275,2.7827
1.9643,4.6189,2.9026
-1.2777,-4.6796,-5.8919
-2.5965,-0.060649,2.4524
0.81401,3.1066,2.8526
2.528,1.6336,4.5389
-0.47341,-2.5792,0.99509
-0.82413,2.2895,-3.0153
-1.7844,0.86681,-2.9776
2.3983,-1.5073,0.26249
4.6546,1.8519,0
0.41055,0.9132,4.1084
-0.53678,2.4693,-2.0331
2.5245,0.66297,5.3729
0.45216,0.65866,0.48546
1.7642,0.87139,8.0229
0.0072008,4.5583,-0.16775
-0.23596,5.0516,-7.0713
-1.0641,-3.5092,0.24001
0.052386,-2.8987,2.7188
-1.375,3.1026,-3.6217
0.71388,-3.6292,2.7431
0.49192,3.0164,-15.631
-0.74916,-0.66822,-2.5777
-0.49361,3.0975,-2.501
0.93486,-1.8164,-0.4351
0.99481,0.30502,3.4991
-0.78721,-0.81549,-3.4264
-0.25757,-2.2775,-2.5746
-2.2523,-4.8267,-5.5144
-1.8338,-2.7857,-0.15763
-6.0045,-5.2185,-6.6854
3.2548,6.3422,2.3334
2.826,-0.33575,5.9946
-0.98569,-6.0064,-2.355
0.49406,-0.95693,0.31725
-0.32677,2.3754,-16.958
3.2734,5.4808,4.0447
-1.1197,-1.7938,-2.0019
0.26864,0.11305,2.6306
-0.85626,0.78787,-0.089616
1.0833,0.44743,5.1518
-1.507,-0.55961,-4.9727
-2.1802,-2.9615,0.97912
-0.39155,-0.46349,-0.17732
1.6227,0.23199,0.97128
-0.59227,1.8438,-1.8625
-0.84829,-0.68574,-2.9067
-2.0815,-5.6619,-2.4254
1.7744,1.386,2.5176
0.92973,0,1.3717
2.1857,-0.23972,0.8141
0.93751,4.5156,0.18004
-1.252,-1.0374,-2.6425
-0.73415,-1.6945,-2.241
-2.128,0.35289,-1.7143
-0.44378,2.6082,-1.354
-1.9362,-1.7312,-1.5702
1.8169,2.0738,3.6898
-1.2609,-2.892,-6.3967
-0.25367,0.40994,-0.10169
3.1733,3.6723,3.1049
-0.13014,-3.3222,-1.2904
1.9663,-1.2306,3.1468
1.9446,2.6188,2.6745
-0.65402,3.6101,0.84469
-0.6693,-0.38859,4.0299
0.92313,7.3949,1.2489
-0.66075,-1.0385,-2.4227
-0.32345,-0.052185,0
-0.75441,-0.7075,-2.856
1.608,0.39368,1.4843
0.074837,-2.8156,3.7945
0.55539,0.69798,2.6248
-0.96971,-3.0972,0.25875
1.4601,6.1014,1.5385
-0.67861,-3.3794,1.6821
0.21523,-1.6243,7.3929
-1.8388,-2.3752,-1.0121
-0.73956,0.055868,-2.7768
0.95486,2.2373,2.3063
-0.32761,-4.155,-0.86855
0.29393,3.6072,0.15847
-0.85807,0.19211,-2.2419
0.84295,-3.9704,3.5789
1.0219,-0.057049,0
-1.5989,-4.1964,-1.8928
0.71929,-3.6367,3.0578
1.5146,3.6962,1.3042
-0.22203,-1.6797,-3.1749
0.35583,-1.2785,-0.39417
0.80975,2.5409,1.4897
0.19539,-0.59914,-0.46805
0.94085,-0.060091,-1.2588
0.03377,1.4921,-0.95468
-1.1151,-2.0952,0.39895
-0.79175,5.1293,-7.0929
0.91419,7.5257,2.2815
-1.0337,-2.1553,-3.3988
-1.08,-1.9802,-2.4498
0.69281,-0.44545,-2.2392
-1.5067,-1.9155,-1.736
-0.19297,0.3974,2.278
-2.0722,1.3506,0.44943
0.76753,0.3905,0.17925
0.50681,-1.5713,-1.6246
0.041711,3.3373,0.99597
0.95877,1.5201,1.2533
0.71138,-0.1078,-1.6144
1.1141,0.37682,1.2579
0.23497,2.2911,5.7257
-0.67194,-0.10521,0.16844
-0.86052,0.83858,-2.2128
0.79056,0.72805,-0.25852
1.3309,2.1528,-0.34574
-0.47917,-1.0194,-0.78225
-0.30902,0.30696,-0.87645
1.0901,0.10208,0.7891
-0.29118,-1.698,-0.7891
0.51886,0.8269,-0.52958
-0.09007,-0.05148,0.88109
0.52195,1.533,-0.70425
0.15527,1.2598,0.52862
-0.1234,3.3,-0.70546
0.50587,1.9194,0.96872
-0.28109,1.0402,-0.52718
-0.48134,-1.9473,-1.3304
0.99926,1.2984,-0.26822
0.20339,1.2117,0.53572
-0.90428,-1.8409,-0.089121
-0.98889,0.19037,-0.98524
0.6852,1.4634,0.89608
-0.53453,-2.9484,-1.0762
-0.35123,-3.9375,-0.72397
-0.48936,0.40081,-1.0042
0.19684,2.1272,0.18336
-0.27244,-0.63837,-3.6368
-1.0222,-1.4888,-2.5001
-1.4638,-1.4099,-1.8674
1.0598,1.3599,3.1253
-0.58807,-0.1502,-1.1606
-0.1579,-2.6397,-0.097306
-0.022782,1.9359,-1.4713
-0.67111,-0.70888,-3.2132
-0.82478,-3.2011,2.3198
-0.044854,-0.94891,-3.3455
2.1992,-2.3581,1.1276
-1.5048,-2.304,-1.6444
-0.019496,4.503,-1.9885
-0.68258,-6.3513,-4.4308
0.5495,3.3902,-2.0089
0.13656,-1.0437,-0.11287
-1.9183,2.4545,0.33802
-0.49519,1.6564,-2.5058
-1.0764,-2.631,0.68967
-1.6304,-2.5346,2.1531
-2.584,-8.2557,-2.4973
3.2836,5.598,-1.1561
0.032738,1.8735,-6.4849
-1.8095,1.6732,0.12401
-0.58244,-16.892,2.569
3.4153,1.0424,17.869
0.58657,-1.7653,5.2152
-0.082359,-1.9988,-4.812
0.16822,-1.5599,-1.0111
-2.4054,-4.3303,-0.40735
-0.033714,5.7555,5.0732
1.1035,1.0057,4.9206
1.3736,-0.40108,2.011
2.174,5.4102,-0.27187
-0.57392,0.063453,1.0831
0.49833,3.3669,0.98257
-0.11419,-1.7941,-2.9772
0.38477,0.18709,1.8149
-0.022342,1.9741,1.4286
-1.5902,-2.159,-1.5186
-0.65067,-0.56411,2.0491
-2.47,-6.6931,-5.0644
-1.0835,4.6612,-1.4012
2.3181,2.0947,3.5124
0.49482,-0.12576,1.8002
-1.2664,-1.1385,-1.6187
-0.33576,3.6845,0.18114
-1.8522,1.2793,-2.7525
0.35168,-4.7096,0.83378
-1.8722,0,0.73527
1.4572,1.4488,2.4425
0.53517,-1.5123,1.0667
-0.95939,-0.57306,-5.3576
0.43615,1.9602,-2.9344
-2.031,-6.5332,-12.574
0.021294,2.2473,-1.3158
0.73783,2.8352,-0.33172
3.8183,4.9577,5.9125
-1.8388,-6.6233,-5.4705
-0.58701,-3.8188,-6.4907
1.9415,4.0768,2.4406
0.74979,-2.0834,6.4467
-0.65567,-1.1913,0.53672
-0.81944,-2.8361,-1.946
-1.4114,1.293,-3.1045
-2.1696,-5.1329,-12.074
0.80383,3.0146,-2.8353
-1.3043,-0.4152,-6.48
-3.1796,-4.6851,-7.6794
0.79698,-5.2978,4.563
2.4094,8.7266,6.6784
0.70504,-4.8193,0.93772
1.0386,-0.14756,-0.93772
0.39802,0.66205,-4.1214
-1.0503,-0.29368,-2.701
-2.8432,-0.22081,0
4.8884,10.948,10.001
-1.0609,-1.5308,1.0377
-2.6593,0.86811,1.4093
-0.19197,-0.46654,-0.38241
0.38049,-1.0745,5.7087
0.95407,0.94089,2.0299
1.0265,0.26722,3.9402
-0.62524,0.13331,-2.7651
0.61243,-1.139,-1.7679
0.21234,4.1576,0.71092
1.3819,11.354,4.7271
-0.40364,2.676,9.4491
0.02681,-2.4454,-1.4447
1.2947,0.45952,0.72498
0.28627,1.2529,3.8466
-0.49894,0.28255,-1.8037
-0.18876,3.0566,3.4778
0.67817,0.69165,0.7782
0.69834,1.4076,-1.7595
-0.56356,-4.0336,-3.7172
0.54463,1.8138,2.1266
-1.7628,-3.3705,-2.5369
0.35802,1.753,1.833
-0.15149,1.7402,1.004
-0.84437,2.468,3.3402
-0.62542,-2.4329,-3.8409
-1.3425,-1.8577,-5.1504
1.1758,2.5563,-0.63628
-0.86898,-1.0059,-0.9621
-0.21862,1.1798,0.32172
0.80907,1.449,0.74673
-1.9086,-1.536,-2.5836
-1.7509,-3.0908,-2.5402
-1.8681,-3.6441,0.66892
-0.19537,1.2847,-1.9069
-0.55709,-4.6039,2.7919
1.7339,1.2423,4.8371
-0.76894,-2.6073,-0.3153
-1.4412,-2.6571,-0.63357
0.10399,5.9741,0.6071
-0.5696,-3.6001,-4.6055
0.5841,2.5193,1.3144
0.99311,1.0336,3.4228
0.64316,1.4517,2.0813
0.2256,-1.0093,-2.3972
-2.5076,-6.9818,-4.4212
-4.4141,-3.9023,-8.7513
1.472,2.9918,4.2409
-2.6182,-3.5483,-0.34664
0.58541,0.6299,-0.58038
-1.9819,-5.8834,1.6167
1.7473,2.7369,-0.45924
-2.4372,-4.7549,-3.0376
-1.8086,0.87944,-5.1106
-0.4072,0.022467,7.5712
1.9713,4.8309,4.6362
1.1219,2.0009,-0.88787
2.5253,4.208,3.8277
-2.4733,-5.251,-4.7236
-0.46411,0.66506,-0.33802
1.0727,1.1924,-1.2493
-1.254,-1.593,2.0363
-3.4998,-4.6158,-4.4655
-0.29053,1.7655,-2.7301
4.2753,6.532,8.8614
-2.0186,-0.26512,-0.9961
0.80846,-2.0109,1.6985
2.6706,3.1277,4.3318
-0.21334,-1.6491,0.60137
1.4991,-1.2705,3.5022
-0.32329,0.57017,-2.2608
1.023,3.0035,1.1287
3.8153,6.5979,6.2269
1.2465,7.2168,3.9115
-0.85794,0.31396,1.4011
-1.5093,-2.4954,-1.0929
-1.2236,0.59641,-1.0309
1.5815,1.9164,3.1188
0.46849,-0.97117,-0.80681
1.4898,2.1398,-2.9506
-0.28692,-0.91641,0.93425
1.3498,2.8849,3.5096
0.07815,-2.6593,-0.58602
-1.4984,-1.4841,-1.7789
1.4337,1.8819,3.1881
-0.24505,0.03457,0.88653
-0.183,1.6619,0.94812
-0.44978,-0.6136,-2.3306
-0.028676,-1.5333,-0.56976
-0.76055,-2.9869,-0.86086
0.26056,0.66859,-0.9847
0.041619,0.90207,-0.65697
2.8056,1.9357,1.2952
0.27201,-0.63242,-1.4418
0.26894,2.0387,-0.11744
1.6025,1.3532,1.0228
-0.26313,-0.86901,2.1856
-1.5648,-0.51824,-0.87139
0.31911,1.8566,2.857
-1.1886,-1.5165,-1.1358
-0.78246,-2.1711,-0.80707
-1.5779,-2.2991,-1.6484
0.61824,-0.75742,-0.014461
0.38547,0.97021,1.6629
0.50953,0.66218,0.62359
1.2907,2.8882,2.5388
-1.0605,0.45203,-0.33115
0.54417,-0.21299,1.8078
-0.94418,-0.98565,-0.66726
-0.83911,1.0794,-1.4728
0.11632,-0.093745,-0.055477
-1.1412,-0.60737,-1.9473
-1.7657,-0.6802,-2.5648
-0.45271,-1.8749,-1.2854
-0.48951,0.58802,-1.6902
0.34282,0.49763,0.65576
0.86711,-1.5356,3.0573
1.13,-0.43422,0.6176
-0.9495,0.23944,-1.4568
-0.55239,-0.19506,0.029096
-0.1511,0.34559,1.8563
-0.46874,0.42373,1.4156
1.2416,1.3822,2.2242
-0.14853,-1.3998,0.3568
1.0028,0.7461,-3.343
-0.18372,-1.2053,-0.18431
-1.2398,-0.78192,-2.8207
-2.3779,-5.1246,-3.6416
0.68554,-1.6855,-0.56164
-1.4503,-2.6709,-1.8592
-0.11347,1.8367,3.0846
2.3415,3.2215,7.3894
0.62216,1.1864,-0.36386
-1.0943,-0.65642,-0.22451
